arm,workload,cache_state,entities,fields,source_sha256,source_bytes,nesting_scan_bytes,json_parser_deserializer_bytes,canonical_render_bytes,entity_records,formula_ast_nodes,reference_edges,formula_dependency_edges,serialized_spine_bytes,repetition,source_known_us,first_preview_us,semantic_or_scan_current_us
C-directory,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,255148,11,,,35517
A0,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,2665556,7996668,1333778,1000,0,16000,0,0,12,,,49915
A1,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,0,12,76,241,24170
C-directory,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,255148,12,,,34768
C-structural,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,3759256,12,,,34289
A1,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,0,13,47,196,23437
C-directory,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,255148,13,,,35047
C-structural,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,3759256,13,,,34451
A0,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,2665556,7996668,1333778,1000,0,16000,0,0,13,,,48197
C-directory,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,255148,14,,,34073
C-structural,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,3759256,14,,,34325
A0,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,2665556,7996668,1333778,1000,0,16000,0,0,14,,,48478
A1,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,0,14,113,294,24405
C-structural,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,3759256,15,,,34152
A0,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,2665556,7996668,1333778,1000,0,16000,0,0,15,,,48630
A1,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,0,15,58,220,23963
C-directory,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,255148,15,,,34401
A0,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,2665556,7996668,1333778,1000,0,16000,0,0,16,,,47759
A1,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,0,16,46,185,24064
C-directory,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,255148,16,,,34240
C-structural,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,3759256,16,,,34048
A1,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,0,17,65,214,23580
C-directory,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,255148,17,,,34495
C-structural,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,3759256,17,,,34890
A0,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,2665556,7996668,1333778,1000,0,16000,0,0,17,,,48279
C-directory,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,255148,18,,,34381
C-structural,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,3759256,18,,,34448
A0,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,2665556,7996668,1333778,1000,0,16000,0,0,18,,,49701
A1,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,0,18,95,252,23848
C-structural,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,3759256,19,,,34154
A0,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,2665556,7996668,1333778,1000,0,16000,0,0,19,,,49319
A1,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,0,19,114,286,24030
C-directory,reference_heavy,os_cache_warm,1000,16000,d4a12c929db082b70e9618437d4efbc9e664443a544f1df1ff4886c5d9bd855a,1333778,1332778,3998334,1333778,1000,0,16000,0,255148,19,,,34012
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,0,,,85091
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,0,66,199,41231
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,0,,,48821
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,0,,,55738
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,1,66,215,41669
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,1,,,48586
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,1,,,55911
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,1,,,82756
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,2,,,48967
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,2,,,55160
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,2,,,82737
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,2,99,262,40892
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,3,,,56574
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,3,,,81662
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,3,94,236,41462
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,3,,,48401
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,4,,,81736
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,4,80,242,41881
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,4,,,49170
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,4,,,56998
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,5,126,312,42054
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,5,,,49245
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,5,,,56661
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,5,,,82699
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,6,,,49587
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,6,,,56154
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,6,,,84307
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,6,130,314,41310
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,7,,,56839
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,7,,,84740
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,7,127,320,41592
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,7,,,49321
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,8,,,82685
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,8,81,231,40983
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,8,,,49594
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,8,,,56999
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,9,63,203,41822
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,9,,,48562
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,9,,,55564
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,9,,,82905
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,10,,,48915
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,10,,,56672
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,10,,,83083
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,10,119,287,42661
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,11,,,57594
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,11,,,82884
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,11,98,246,41364
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,11,,,48526
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,12,,,82352
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,12,80,230,41339
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,12,,,48617
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,12,,,55543
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,13,107,273,41047
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,13,,,48649
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,13,,,56661
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,13,,,81882
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,14,,,48964
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,14,,,55459
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,14,,,82642
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,14,75,202,43319
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,15,,,57308
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,15,,,84217
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,15,123,295,41119
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,15,,,48979
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,16,,,81681
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,16,129,298,40997
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,16,,,48973
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,16,,,55398
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,17,92,256,41174
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,17,,,72710
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,17,,,57496
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,17,,,81726
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,18,,,48318
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,18,,,55599
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,18,,,80884
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,18,127,293,41024
C-structural,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,2398600,19,,,56565
A0,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,4063146,12189438,2032573,1000,31000,0,16000,0,19,,,83688
A1,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,0,19,115,278,41308
C-directory,formula_edge_heavy,os_cache_warm,1000,2000,0de22a4e9e82fa4f415fe9c87d3829eaba044e0e5ccbc52574cb9c87f4e2c766,2032573,2031573,6094719,2032573,1000,31000,0,16000,247493,19,,,48843
A0,formula_ast_heavy,os_cache_warm,1000,2000,4ec3a8690f4f3a00bccc296b2b97b9183e735a388698a6cccf92c23e2c6b1b2a,8080573,16159146,48477438,8080573,1000,255000,0,0,0,0,,,430682
A1,formula_ast_heavy,os_cache_warm,1000,2000,4ec3a8690f4f3a00bccc296b2b97b9183e735a388698a6cccf92c23e2c6b1b2a,8080573,8079573,24238719,8080573,1000,255000,0,0,0,0,116,416,213140
C-directory,formula_ast_heavy,os_cache_warm,1000,2000,4ec3a8690f4f3a00bccc296b2b97b9183e735a388698a6cccf92c23e2c6b1b2a,8080573,8079573,24238719,8080573,1000,255000,0,0,248129,0,,,268491
C-structural,formula_ast_heavy,os_cache_warm,1000,2000,4ec3a8690f4f3a00bccc296b2b97b9183e735a388698a6cccf92c23e2c6b1b2a,8080573,8079573,24238719,8080573,1000,255000,0,0,498237,0,,,234633
A1,formula_ast_heavy,os_cache_warm,1000,2000,4ec3a8690f4f3a00bccc296b2b97b9183e735a388698a6cccf92c23e2c6b1b2a,8080573,8079573,24238719,8080573,1000,255000,0,0,0,1,78,399,213089
C-directory,formula_ast_heavy,os_cache_warm,1000,2000,4ec3a8690f4f3a00bccc296b2b97b9183e735a388698a6cccf92c23e2c6b1b2a,8080573,8079573,24238719,8080573,1000,255000,0,0,248129,1,,,229854
